1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
8,84,2,0
9,84,2,0
10,84,2,0
11,84,2,0
12,84,2,0
13,84,2,0
14,84,2,0
15,84,2,0
16,84,2,0
17,84,2,0
19,79,3,0
20,79,3,0
21,79,3,0
22,79,3,0
23,79,3,0
24,79,3,0
25,79,3,0
26,74,3,0
27,74,3,0
28,74,3,0
29,70,3,0
30,70,3,0
31,70,3,0
32,70,3,0
33,70,3,0
34,70,3,0
35,70,3,0
36,65,3,0
37,65,3,0
38,65,3,0
39,65,3,0
40,65,3,0
41,60,3,0
42,60,3,0
43,60,3,0
44,60,3,0
45,60,3,0
46,60,3,0
47,60,3,0
48,57,3,0
49,57,3,0
50,57,3,0
51,57,3,0
52,57,3,0
53,57,3,0
54,53,3,0
55,53,3,0
56,53,3,0
57,53,3,0
58,53,3,0
59,53,3,0
60,53,3,0
61,50,3,0
62,50,3,0
63,50,3,0
64,48,3,0
65,48,3,0
66,48,3,0
67,48,3,0
68,48,3,0
69,48,3,0
70,48,3,0
71,44,3,0
72,44,3,0
73,44,3,0
74,44,3,0
75,44,3,0
76,44,3,0
77,40,3,0
78,40,3,0
79,40,3,0
80,36,3,0
81,36,3,0
82,36,3,0
83,31,3,0
84,31,3,0
85,31,3,0
86,31,3,0
87,31,3,0
88,27,3,0
89,27,3,0
90,27,3,0
91,27,3,0
92,27,3,0
93,23,3,0
94,23,3,0
95,23,3,0
96,23,3,0
97,23,3,0
98,21,3,0
99,21,3,0
100,21,3,0
101,21,3,0
102,21,3,0
103,18,3,0
104,18,3,0
105,18,3,0
106,18,3,0
107,18,3,0
108,13,3,0
109,13,3,0
110,13,3,0
111,13,3,0
112,13,3,0
113,13,4,0
114,13,4,0
115,13,4,0
116,13,4,0
117,13,4,0
118,13,4,0
119,13,4,0
120,13,4,0
121,13,4,0
122,13,4,0
123,13,4,0
124,13,4,0
125,13,4,0
126,13,4,0
127,13,4,0
128,13,4,0
129,13,4,0
130,13,4,0
131,13,4,0
132,13,4,0
133,13,4,0
134,13,4,0
135,13,4,0
136,13,4,0
137,13,4,0
138,13,4,0
139,13,4,0
140,13,4,0
141,13,4,0
142,13,4,0
143,13,4,0
144,13,4,0
145,13,4,0
146,13,4,0
147,13,4,0
148,13,4,0
149,13,4,0
150,13,4,0
151,13,4,0
152,13,4,0
