1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
8,82,2,0
9,82,2,0
10,82,2,0
11,82,2,0
12,82,2,0
13,82,2,0
14,82,2,0
15,82,2,0
16,82,2,0
18,79,3,0
19,79,3,0
20,79,3,0
21,79,3,0
22,79,3,0
23,79,3,0
24,75,3,0
25,75,3,0
26,75,3,0
27,75,3,0
28,69,3,0
29,69,3,0
30,69,3,0
31,69,3,0
32,66,3,0
33,66,3,0
34,66,3,0
35,64,3,0
36,64,3,0
37,64,3,0
38,61,3,0
39,61,3,0
40,61,3,0
41,61,3,0
42,58,3,0
43,58,3,0
44,58,3,0
45,58,3,0
46,58,3,0
47,58,3,0
48,54,3,0
49,54,3,0
50,54,3,0
51,54,3,0
52,48,3,0
53,48,3,0
54,48,3,0
55,44,3,0
56,44,3,0
57,44,3,0
58,44,3,0
59,40,3,0
60,40,3,0
61,40,3,0
62,37,3,0
63,37,3,0
64,37,3,0
65,37,3,0
66,37,3,0
67,37,3,0
68,31,3,0
69,31,3,0
70,31,3,0
71,31,3,0
72,31,3,0
73,31,3,0
74,31,3,0
75,26,3,0
76,26,3,0
77,26,3,0
78,23,3,0
79,23,3,0
80,23,3,0
81,23,3,0
82,23,3,0
83,18,3,0
84,18,3,0
85,18,3,0
86,18,3,0
87,18,3,0
88,18,3,0
89,14,3,0
90,14,3,0
91,14,3,0
92,14,3,0
93,14,3,0
94,14,4,0
95,14,4,0
96,14,4,0
97,14,4,0
98,14,4,0
99,14,4,0
100,14,4,0
101,14,4,0
102,14,4,0
103,14,4,0
104,14,4,0
105,14,4,0
106,14,4,0
107,14,4,0
108,14,4,0
109,14,4,0
110,14,4,0
111,14,4,0
112,14,4,0
113,14,4,0
114,14,4,0
115,14,4,0
116,14,4,0
117,14,4,0
118,14,4,0
119,14,4,0
120,14,4,0
121,14,4,0
122,14,4,0
123,14,4,0
124,14,4,0
125,14,4,0
126,14,4,0
127,14,4,0
128,14,4,0
129,14,4,0
130,14,4,0
131,14,4,0
132,14,4,0
133,14,4,0
134,14,4,0
135,14,4,0
136,14,4,0
137,14,4,0
138,14,4,0
139,14,4,0
140,14,4,0
141,14,4,0
142,14,4,0
143,14,4,0
144,14,4,0
145,14,4,0
146,14,4,0
147,14,4,0
148,14,4,0
149,14,4,0
150,14,4,0
151,14,4,0
152,14,4,0
