1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
7,1,1,0
9,75,2,0
10,75,2,0
11,75,2,0
12,75,2,0
13,75,2,0
14,75,2,0
15,75,2,0
16,75,2,0
18,70,3,0
19,70,3,0
20,70,3,0
21,70,3,0
22,66,3,0
23,66,3,0
24,66,3,0
25,66,3,0
26,66,3,0
27,66,3,0
28,62,3,0
29,62,3,0
30,62,3,0
31,58,3,0
32,58,3,0
33,58,3,0
34,58,3,0
35,58,3,0
36,58,3,0
37,53,3,0
38,53,3,0
39,53,3,0
40,53,3,0
41,53,3,0
42,53,3,0
43,51,3,0
44,51,3,0
45,51,3,0
46,51,3,0
47,51,3,0
48,47,3,0
49,47,3,0
50,47,3,0
51,41,3,0
52,41,3,0
53,41,3,0
54,35,3,0
55,35,3,0
56,35,3,0
57,35,3,0
58,35,3,0
59,35,3,0
60,35,3,0
61,30,3,0
62,30,3,0
63,30,3,0
64,30,3,0
65,30,3,0
66,30,3,0
67,30,3,0
68,26,3,0
69,26,3,0
70,26,3,0
71,26,3,0
72,26,3,0
73,26,3,0
74,26,3,0
75,22,3,0
76,22,3,0
77,22,3,0
78,22,3,0
79,22,3,0
80,18,3,0
81,18,3,0
82,18,3,0
83,18,3,0
84,18,3,0
85,14,3,0
86,14,3,0
87,14,3,0
88,14,3,0
89,14,3,0
90,14,4,0
91,14,4,0
92,14,4,0
93,14,4,0
94,14,4,0
95,14,4,0
96,14,4,0
97,14,4,0
98,14,4,0
99,14,4,0
100,14,4,0
101,14,4,0
102,14,4,0
103,14,4,0
104,14,4,0
105,14,4,0
106,14,4,0
107,14,4,0
108,14,4,0
109,14,4,0
110,14,4,0
111,14,4,0
112,14,4,0
113,14,4,0
114,14,4,0
115,14,4,0
116,14,4,0
117,14,4,0
118,14,4,0
119,14,4,0
120,14,4,0
121,14,4,0
122,14,4,0
123,14,4,0
124,14,4,0
125,14,4,0
126,14,4,0
127,14,4,0
128,14,4,0
129,14,4,0
130,14,4,0
131,14,4,0
132,14,4,0
133,14,4,0
134,14,4,0
135,14,4,0
136,14,4,0
137,14,4,0
138,14,4,0
139,14,4,0
140,14,4,0
141,14,4,0
142,14,4,0
143,14,4,0
144,14,4,0
145,14,4,0
146,14,4,0
147,14,4,0
148,14,4,0
149,14,4,0
150,14,4,0
151,14,4,0
152,14,4,0
