1,1,1,0
2,1,1,0
3,1,1,0
4,1,1,0
5,1,1,0
6,1,1,0
7,1,1,0
8,1,1,0
10,96,2,0
11,96,2,0
12,96,2,0
13,96,2,0
14,96,2,0
15,96,2,0
16,96,2,0
17,96,2,0
18,96,2,0
19,96,2,0
20,96,2,0
21,96,2,0
23,92,3,0
24,92,3,0
25,92,3,0
26,88,3,0
27,88,3,0
28,88,3,0
29,88,3,0
30,88,3,0
31,83,3,0
32,83,3,0
33,83,3,0
34,83,3,0
35,83,3,0
36,83,3,0
37,83,3,0
38,79,3,0
39,79,3,0
40,79,3,0
41,76,3,0
42,76,3,0
43,76,3,0
44,76,3,0
45,76,3,0
46,76,3,0
47,72,3,0
48,72,3,0
49,72,3,0
50,68,3,0
51,68,3,0
52,68,3,0
53,68,3,0
54,63,3,0
55,63,3,0
56,63,3,0
57,58,3,0
58,58,3,0
59,58,3,0
60,58,3,0
61,58,3,0
62,58,3,0
63,58,3,0
64,54,3,0
65,54,3,0
66,54,3,0
67,54,3,0
68,50,3,0
69,50,3,0
70,50,3,0
71,48,3,0
72,48,3,0
73,48,3,0
74,45,3,0
75,45,3,0
76,45,3,0
77,45,3,0
78,45,3,0
79,42,3,0
80,42,3,0
81,42,3,0
82,42,3,0
83,36,3,0
84,36,3,0
85,36,3,0
86,31,3,0
87,31,3,0
88,31,3,0
89,31,3,0
90,31,3,0
91,26,3,0
92,26,3,0
93,26,3,0
94,26,3,0
95,21,3,0
96,21,3,0
97,21,3,0
98,21,3,0
99,21,3,0
100,15,3,0
101,15,3,0
102,15,3,0
103,15,3,0
104,15,3,0
105,15,3,0
106,15,3,0
107,15,4,0
108,15,4,0
109,15,4,0
110,15,4,0
111,15,4,0
112,15,4,0
113,15,4,0
114,15,4,0
115,15,4,0
116,15,4,0
117,15,4,0
118,15,4,0
119,15,4,0
120,15,4,0
121,15,4,0
122,15,4,0
123,15,4,0
124,15,4,0
125,15,4,0
126,15,4,0
127,15,4,0
128,15,4,0
129,15,4,0
130,15,4,0
131,15,4,0
132,15,4,0
133,15,4,0
134,15,4,0
135,15,4,0
136,15,4,0
137,15,4,0
138,15,4,0
139,15,4,0
140,15,4,0
141,15,4,0
142,15,4,0
143,15,4,0
144,15,4,0
145,15,4,0
146,15,4,0
147,15,4,0
148,15,4,0
149,15,4,0
150,15,4,0
151,15,4,0
152,15,4,0
